xflr5 v6.12

Wing name :        Q1noflaps
Wing polar name :  T1-253.0 mph-LLT
Freestream speed : 253.000 mph


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   16.250     0.000   1.334760   0.040210   0.028722   0.068931   0.000000  -0.000000   0.202240  -0.000000  -0.000000  113.1011     0.7919
   16.500     0.000   1.342968   0.040708   0.029871   0.070579   0.000000   0.000000   0.204079  -0.000000  -0.000000  113.1011     0.7905
   16.750     0.000   1.352837   0.041277   0.031009   0.072286   0.000000   0.000000   0.205527  -0.000000  -0.000000  113.1011     0.7897
   17.000     0.000   1.363792   0.041914   0.032178   0.074092   0.000000   0.000000   0.206757  -0.000000  -0.000000  113.1011     0.7893
   17.250     0.000   1.376174   0.042614   0.033563   0.076177   0.000000   0.000000   0.207437  -0.000000  -0.000000  113.1011     0.7896
   17.500     0.000   1.388526   0.043320   0.035020   0.078340   0.000000   0.000000   0.208085  -0.000000  -0.000000  113.1011     0.7899
   17.750     0.000   1.398572   0.043914   0.036462   0.080376   0.000000   0.000000   0.208897  -0.000000  -0.000000  113.1011     0.7897
   18.000     0.000   1.407830   0.044492   0.037822   0.082314   0.000000   0.000000   0.210139  -0.000000  -0.000000  113.1011     0.7890
   18.250     0.000   1.421182   0.045284   0.039237   0.084521   0.000000  -0.000000   0.210921   0.000000  -0.000000  113.1011     0.7892
   18.500     0.000   1.434150   0.046027   0.040687   0.086713   0.000000  -0.000000   0.212059   0.000000  -0.000000  113.1011     0.7891
   18.750     0.000   1.448467   0.046916   0.042162   0.089078   0.000000  -0.000000   0.212793  -0.000000  -0.000000  113.1011     0.7894
   19.000     0.000   1.461188   0.047730   0.043738   0.091468   0.000000  -0.000000   0.213442  -0.000000  -0.000000  113.1011     0.7896
   19.250     0.000   1.473239   0.048506   0.045371   0.093876   0.000000   0.000000   0.214129  -0.000000  -0.000000  113.1011     0.7897
   19.500     0.000   1.485992   0.049350   0.046908   0.096258   0.000000   0.000000   0.215070  -0.000000  -0.000000  113.1011     0.7896
   19.750     0.000   1.498647   0.050199   0.048436   0.098634   0.000000  -0.000000   0.216091  -0.000000  -0.000000  113.1011     0.7893
   20.000     0.000   1.508648   0.050891   0.050116   0.101007   0.000000  -0.000000   0.217208  -0.000000  -0.000000  113.1011     0.7886
   20.250     0.000   1.519488   0.051662   0.051766   0.103428   0.000000  -0.000000   0.218345  -0.000000  -0.000000  113.1011     0.7880
   20.500     0.000   1.531544   0.052544   0.053384   0.105929   0.000000  -0.000000   0.219477  -0.000000  -0.000000  113.1011     0.7875
   20.750     0.000   1.542876   0.053405   0.055075   0.108481   0.000000  -0.000000   0.220621  -0.000000  -0.000000  113.1011     0.7870
   21.000     0.000   1.552852   0.054173   0.056843   0.111017   0.000000  -0.000000   0.221702   0.000000  -0.000000  113.1011     0.7863
   21.250     0.000   1.562480   0.054906   0.058551   0.113457   0.000000  -0.000000   0.222785   0.000000  -0.000000  113.1011     0.7855
   21.500     0.000   1.571530   0.055619   0.060314   0.115933   0.000000  -0.000000   0.223865   0.000000   0.000000  113.1011     0.7846
   21.750     0.000   1.579427   0.056284   0.062228   0.118511   0.000000  -0.000000   0.224899  -0.000000  -0.000000  113.1011     0.7837
   22.000     0.000   1.587204   0.056918   0.064101   0.121019   0.000000  -0.000000   0.225929  -0.000000  -0.000000  113.1011     0.7827
   22.250     0.000   1.594201   0.057481   0.065983   0.123464   0.000000  -0.000000   0.226771   0.000000   0.000000  113.1011     0.7817
   22.500     0.000   1.599699   0.057978   0.068045   0.126023   0.000000   0.000000   0.227432   0.000000   0.000000  113.1011     0.7808
   22.750     0.000   1.603946   0.058426   0.070229   0.128655   0.000000  -0.000000   0.228122   0.000000   0.000000  113.1011     0.7796
   23.000     0.000   1.609482   0.058959   0.072256   0.131215   0.000000  -0.000000   0.229016   0.000000   0.000000  113.1011     0.7784
   23.250     0.000   1.613497   0.059343   0.074410   0.133752   0.000000  -0.000000   0.229629   0.000000   0.000000  113.1011     0.7773
   23.500     0.000   1.614626   0.059533   0.076898   0.136431   0.000000  -0.000000   0.229667   0.000000   0.000000  113.1011     0.7763
   23.750     0.000   1.615141   0.059723   0.079441   0.139164   0.000000  -0.000000   0.229675   0.000000   0.000000  113.1011     0.7752
   24.000     0.000   1.614988   0.059880   0.082066   0.141945   0.000000   0.000000   0.229636   0.000000   0.000000  113.1011     0.7741
   24.250     0.000   1.613705   0.059950   0.084813   0.144763   0.000000   0.000000   0.229417   0.000000   0.000000  113.1011     0.7729
   24.500     0.000   1.612429   0.060001   0.087551   0.147552   0.000000  -0.000000   0.229172   0.000000   0.000000  113.1011     0.7718
   24.750     0.000   1.611970   0.060165   0.090128   0.150293   0.000000  -0.000000   0.229315   0.000000  -0.000000  113.1011     0.7704
   25.000     0.000   1.608811   0.060197   0.092983   0.153181   0.000000   0.000000   0.229091   0.000000  -0.000000  113.1011     0.7691
   25.250     0.000   1.603532   0.060031   0.096121   0.156152   0.000000  -0.000000   0.228211   0.000000   0.000000  113.1011     0.7680
   25.500     0.000   1.596410   0.059750   0.099367   0.159117   0.000000  -0.000000   0.227408   0.000000   0.000000  113.1011     0.7666
   25.750     0.000   1.587985   0.059466   0.102656   0.162122   0.000000   0.000000   0.226450   0.000000   0.000000  113.1011     0.7652
   26.000     0.000   1.580916   0.059193   0.106154   0.165347   0.000000   0.000000   0.225034   0.000000   0.000000  113.1011     0.7643
   26.250     0.000   1.571572   0.058908   0.109481   0.168389   0.000000  -0.000000   0.223874   0.000000   0.000000  113.1011     0.7630
   26.500     0.000   1.567749   0.058859   0.112829   0.171688   0.000000   0.000000   0.222679   0.000000   0.000000  113.1011     0.7622
   26.750     0.000   1.564317   0.058839   0.116177   0.175016   0.000000   0.000000   0.221399   0.000000  -0.000000  113.1011     0.7616
   27.000     0.000   1.557302   0.058543   0.120044   0.178587   0.000000   0.000000   0.218993   0.000000   0.000000  113.1011     0.7616
   27.250     0.000   1.548744   0.058118   0.124057   0.182175   0.000000  -0.000000   0.216267   0.000000   0.000000  113.1011     0.7617
   27.500     0.000   1.536819   0.057515   0.127792   0.185307   0.000000   0.000000   0.214152   0.000000   0.000000  113.1011     0.7608
   27.750     0.000   1.527557   0.057032   0.131866   0.188898   0.000000  -0.000000   0.211186   0.000000   0.000000  113.1011     0.7610
   28.000     0.000   1.516035   0.056466   0.135755   0.192221   0.000000   0.000000   0.208261   0.000000   0.000000  113.1011     0.7610
   28.250     0.000   1.506396   0.056136   0.140241   0.196376   0.000000  -0.000000   0.204862   0.000000   0.000000  113.1011     0.7615


